No. ,Orgin date,Longitude(E),Latitude(N),Magnitude,Depth,Location,Place,Place_2
Small area,2018-02-05 00:26:40,121.78,24.24,3.7,3.7,24.24N 121.78E,i.e. 32.2 km NNE of Hualien County(24.24N 121.78E,i.e. 32.2 km NNE of Hualien County)
Small area,2018-02-05 00:20:49,121.79,24.21,3.8,3,24.21N 121.79E,i.e. 29.8 km NE of Hualien County(24.21N 121.79E,i.e. 29.8 km NE of Hualien County)
Small area,2018-02-05 00:18:41,121.76,24.24,4.1,6.2,24.24N 121.76E,i.e. 31.3 km NNE of Hualien County(24.24N 121.76E,i.e. 31.3 km NNE of Hualien County)
Small area,2018-02-05 00:08:03,121.7,24.12,2.8,8.1,24.12N 121.70E,i.e. 16.8 km NNE of Hualien County(24.12N 121.70E,i.e. 16.8 km NNE of Hualien County)
13,2018-02-04 23:33:47,121.75,24.23,4.6,5.1,24.23N 121.75E,i.e. 28.9 km NNE of Hualien County(24.23N 121.75E,i.e. 28.9 km NNE of Hualien County)
Small area,2018-02-04 23:00:39,121.73,24.22,3.4,9.9,24.22N 121.73E,i.e. 27.6 km NNE of Hualien County(24.22N 121.73E,i.e. 27.6 km NNE of Hualien County)
Small area,2018-02-04 22:52:39,121.71,24.25,3.4,7.2,24.25N 121.71E,i.e. 30.2 km NNE of Hualien County(24.25N 121.71E,i.e. 30.2 km NNE of Hualien County)
Small area,2018-02-04 22:50:09,121.77,24.23,3,10,24.23N 121.77E,i.e. 30.6 km NNE of Hualien County(24.23N 121.77E,i.e. 30.6 km NNE of Hualien County)
Small area,2018-02-04 22:28:27,121.75,24.23,4,4.6,24.23N 121.75E,i.e. 29.7 km NNE of Hualien County(24.23N 121.75E,i.e. 29.7 km NNE of Hualien County)
Small area,2018-02-04 22:27:31,121.75,24.23,3.3,11.5,24.23N 121.75E,i.e. 29.6 km NNE of Hualien County(24.23N 121.75E,i.e. 29.6 km NNE of Hualien County)
Small area,2018-02-04 22:23:40,121.78,24.2,3.4,8.6,24.20N 121.78E,i.e. 28.6 km NE of Hualien County(24.20N 121.78E,i.e. 28.6 km NE of Hualien County)
Small area,2018-02-04 22:23:12,121.76,24.21,3.2,7.5,24.21N 121.76E,i.e. 28.8 km NNE of Hualien County(24.21N 121.76E,i.e. 28.8 km NNE of Hualien County)
Small area,2018-02-04 22:22:35,121.7,24.16,4,2.2,24.16N 121.70E,i.e. 20.6 km NNE of Hualien County(24.16N 121.70E,i.e. 20.6 km NNE of Hualien County)
12,2018-02-04 22:16:55,121.68,24.18,4.9,3.8,24.18N 121.68E,i.e. 21.5 km NNE of Hualien County(24.18N 121.68E,i.e. 21.5 km NNE of Hualien County)
Small area,2018-02-04 22:14:29,121.71,24.14,3.8,12.6,24.14N 121.71E,i.e. 19.1 km NNE of Hualien County(24.14N 121.71E,i.e. 19.1 km NNE of Hualien County)
11,2018-02-04 22:13:12,121.72,24.15,5.5,10.3,24.15N 121.72E,i.e. 20.2 km NNE of Hualien County(24.15N 121.72E,i.e. 20.2 km NNE of Hualien County)
Small area,2018-02-04 22:12:49,121.78,24.23,4.1,10.7,24.23N 121.78E,i.e. 31.4 km NNE of Hualien County(24.23N 121.78E,i.e. 31.4 km NNE of Hualien County)
10,2018-02-04 22:12:02,121.73,24.23,4.7,4,24.23N 121.73E,i.e. 28.6 km NNE of Hualien County(24.23N 121.73E,i.e. 28.6 km NNE of Hualien County)
9,2018-02-04 22:10:52,121.69,24.23,4.9,3.7,24.23N 121.69E,i.e. 27.5 km NNE of Hualien County(24.23N 121.69E,i.e. 27.5 km NNE of Hualien County)
Small area,2018-02-04 22:07:35,121.78,24.2,3.2,11.1,24.20N 121.78E,i.e. 28.0 km NE of Hualien County(24.20N 121.78E,i.e. 28.0 km NE of Hualien County)
Small area,2018-02-04 22:05:27,121.77,24.28,4.6,8.2,24.28N 121.77E,i.e. 35.7 km NNE of Hualien County(24.28N 121.77E,i.e. 35.7 km NNE of Hualien County)
Small area,2018-02-04 22:02:44,121.7,24.21,3.9,7.3,24.21N 121.70E,i.e. 26.0 km NNE of Hualien County(24.21N 121.70E,i.e. 26.0 km NNE of Hualien County)
Small area,2018-02-04 22:01:20,121.78,24.21,3.8,10.9,24.21N 121.78E,i.e. 29.3 km NE of Hualien County(24.21N 121.78E,i.e. 29.3 km NE of Hualien County)
Small area,2018-02-04 22:00:58,121.78,24.26,4.3,5.5,24.26N 121.78E,i.e. 34.3 km NNE of Hualien County(24.26N 121.78E,i.e. 34.3 km NNE of Hualien County)
Small area,2018-02-04 21:59:30,121.81,24.2,4.1,6.6,24.20N 121.81E,i.e. 30.2 km NE of Hualien County(24.20N 121.81E,i.e. 30.2 km NE of Hualien County)
Small area,2018-02-04 21:57:42,121.71,24.17,5.2,10.2,24.17N 121.71E,i.e. 21.9 km NNE of Hualien County(24.17N 121.71E,i.e. 21.9 km NNE of Hualien County)
8,2018-02-04 21:56:40,121.74,24.15,5.8,10.6,24.15N 121.74E,i.e. 21.7 km NE of Hualien County(24.15N 121.74E,i.e. 21.7 km NE of Hualien County)
7,2018-02-04 21:33:09,121.68,24.2,4.3,5.5,24.20N 121.68E,i.e. 24.1 km NNE of Hualien County(24.20N 121.68E,i.e. 24.1 km NNE of Hualien County)
6,2018-02-04 21:12:52,121.7,24.21,5.3,3,24.21N 121.70E,i.e. 25.1 km NNE of Hualien County(24.21N 121.70E,i.e. 25.1 km NNE of Hualien County)
Small area,2018-02-04 20:36:26,121.67,24.41,2.9,24.9,24.41N 121.67E,i.e. 36.9 km SSW of Yilan County(24.41N 121.67E,i.e. 36.9 km SSW of Yilan County)
Small area,2018-02-04 16:40:36,121.18,24.59,3.1,4,24.59N 121.18E,i.e. 31.5 km SE of Hsinchu County(24.59N 121.18E,i.e. 31.5 km SE of Hsinchu County)
5,2018-02-04 03:31:52,121.7,24.18,4.3,10.4,24.18N 121.70E,i.e. 22.7 km NNE of Hualien County(24.18N 121.70E,i.e. 22.7 km NNE of Hualien County)
4,2018-02-04 03:30:57,121.7,24.18,4.7,10.3,24.18N 121.70E,i.e. 22.7 km NNE of Hualien County(24.18N 121.70E,i.e. 22.7 km NNE of Hualien County)
Small area,2018-02-03 12:25:36,121.66,24.61,3.2,6.6,24.61N 121.66E,i.e. 17.3 km SW of Yilan County(24.61N 121.66E,i.e. 17.3 km SW of Yilan County)
Small area,2018-01-28 18:58:45,120.9,24.21,3.8,32,24.21N 120.90E,i.e. 23.5 km ENE of Taichung City(24.21N 120.90E,i.e. 23.5 km ENE of Taichung City)
Small area,2018-01-28 14:30:07,121.47,23.92,3,16.7,23.92N 121.47E,i.e. 17.4 km WSW of Hualien County(23.92N 121.47E,i.e. 17.4 km WSW of Hualien County)
Small area,2018-01-28 13:39:02,121.63,24.06,2.7,10.5,24.06N 121.63E,i.e. 7.4 km N of Hualien County(24.06N 121.63E,i.e. 7.4 km N of Hualien County)
Small area,2018-01-25 08:23:01,120.63,23.21,2.7,8,23.21N 120.63E,i.e. 34.7 km SE of Chiayi City(23.21N 120.63E,i.e. 34.7 km SE of Chiayi City)
Small area,2018-01-24 12:28:09,121.34,23.05,4.2,18.8,23.05N 121.34E,i.e. 38.0 km NNE of Taitung County(23.05N 121.34E,i.e. 38.0 km NNE of Taitung County)
Small area,2018-01-22 23:06:40,122.12,24.16,4,45.4,24.16N 122.12E,i.e. 54.5 km ENE of Hualien County(24.16N 122.12E,i.e. 54.5 km ENE of Hualien County)
Small area,2018-01-22 17:09:55,121.4,23.74,3.5,19.2,23.74N 121.40E,i.e. 35.2 km SW of Hualien County(23.74N 121.40E,i.e. 35.2 km SW of Hualien County)
Small area,2018-01-22 15:13:19,120.72,23.59,3.2,14.9,23.59N 120.72E,i.e. 23.6 km ESE of Yunlin County(23.59N 120.72E,i.e. 23.6 km ESE of Yunlin County)
Small area,2018-01-22 07:51:13,121.81,24.26,3.6,17.4,24.26N 121.81E,i.e. 35.5 km NE of Hualien County(24.26N 121.81E,i.e. 35.5 km NE of Hualien County)
Small area,2018-01-19 07:57:48,122.14,24.51,4.1,74.5,24.51N 122.14E,i.e. 44.9 km ESE of Yilan County(24.51N 122.14E,i.e. 44.9 km ESE of Yilan County)
Small area,2018-01-18 15:25:42,121.54,23.7,2.6,4.2,23.70N 121.54E,i.e. 33.9 km SSW of Hualien County(23.70N 121.54E,i.e. 33.9 km SSW of Hualien County)
Small area,2018-01-17 19:48:18,121.68,24.71,3.5,47.8,24.71N 121.68E,i.e. 9.2 km WSW of Yilan County(24.71N 121.68E,i.e. 9.2 km WSW of Yilan County)
Small area,2018-01-15 06:08:38,121.82,23.83,3.9,21.3,23.83N 121.82E,i.e. 27.0 km SE of Hualien County(23.83N 121.82E,i.e. 27.0 km SE of Hualien County)
Small area,2018-01-13 15:07:31,121.41,23.75,2.8,16.5,23.75N 121.41E,i.e. 33.9 km SW of Hualien County(23.75N 121.41E,i.e. 33.9 km SW of Hualien County)
Small area,2018-01-12 16:55:48,121.91,24.44,3.5,22,24.44N 121.91E,i.e. 35.7 km SE of Yilan County(24.44N 121.91E,i.e. 35.7 km SE of Yilan County)
1,2018-01-12 08:05:09,121.85,24.27,3.5,12.4,24.27N 121.85E,i.e. 38.7 km NE of Hualien County(24.27N 121.85E,i.e. 38.7 km NE of Hualien County)
Small area,2018-01-12 00:43:03,121.86,24.27,3.4,11.7,24.27N 121.86E,i.e. 39.3 km NE of Hualien County(24.27N 121.86E,i.e. 39.3 km NE of Hualien County)
Small area,2018-01-11 06:53:48,121.61,24.04,2.6,9.4,24.04N 121.61E,i.e. 5.7 km N of Hualien County(24.04N 121.61E,i.e. 5.7 km N of Hualien County)
Small area,2018-01-11 01:23:23,120.71,23.59,2.9,16.5,23.59N 120.71E,i.e. 22.9 km ESE of Yunlin County(23.59N 120.71E,i.e. 22.9 km ESE of Yunlin County)
Small area,2018-01-09 15:10:01,121.7,23.78,3.4,44.5,23.78N 121.70E,i.e. 24.2 km SE of Hualien County(23.78N 121.70E,i.e. 24.2 km SE of Hualien County)
Small area,2018-01-08 14:28:59,120.93,24.34,4.1,7.1,24.34N 120.93E,i.e. 27.6 km SE of Miaoli County(24.34N 120.93E,i.e. 27.6 km SE of Miaoli County)
Small area,2018-01-08 03:53:32,121.37,23.21,3.8,18.7,23.21N 121.37E,i.e. 55.5 km NNE of Taitung County(23.21N 121.37E,i.e. 55.5 km NNE of Taitung County)
Small area,2018-01-06 10:56:05,121.47,23.92,3.5,17.1,23.92N 121.47E,i.e. 17.7 km WSW of Hualien County(23.92N 121.47E,i.e. 17.7 km WSW of Hualien County)
Small area,2018-01-06 09:04:56,121.65,24.03,3.4,15.5,24.03N 121.65E,i.e. 5.0 km NE of Hualien County(24.03N 121.65E,i.e. 5.0 km NE of Hualien County)
Small area,2018-01-06 00:30:12,122,24.81,4.2,90,24.81N 122.00E,i.e. 25.7 km ENE of Yilan County(24.81N 122.00E,i.e. 25.7 km ENE of Yilan County)
Small area,2018-01-02 02:01:10,120.73,23.58,2.8,16.1,23.58N 120.73E,i.e. 24.3 km ESE of Yunlin County(23.58N 120.73E,i.e. 24.3 km ESE of Yunlin County)
Small area,2017-12-29 17:54:00,121.14,24.69,2.7,6.5,24.69N 121.14E,i.e. 19.4 km SE of Hsinchu County(24.69N 121.14E,i.e. 19.4 km SE of Hsinchu County)
Small area,2017-12-29 09:18:36,121.9,24.45,3,21.4,24.45N 121.90E,i.e. 33.5 km SE of Yilan County(24.45N 121.90E,i.e. 33.5 km SE of Yilan County)
Small area,2017-12-27 04:02:53,121.35,23.11,4.1,19,23.11N 121.35E,i.e. 44.1 km NNE of Taitung County(23.11N 121.35E,i.e. 44.1 km NNE of Taitung County)
Small area,2017-12-25 23:07:33,120.7,23.64,2.9,13,23.64N 120.70E,i.e. 19.1 km ESE of Yunlin County(23.64N 120.70E,i.e. 19.1 km ESE of Yunlin County)
60,2017-12-24 23:14:46,120.72,23.59,4.3,16.6,23.59N 120.72E,i.e. 23.4 km ESE of Yunlin County(23.59N 120.72E,i.e. 23.4 km ESE of Yunlin County)
Small area,2017-12-22 13:28:28,120.7,23.64,3.3,14.1,23.64N 120.70E,i.e. 19.2 km ESE of Yunlin County(23.64N 120.70E,i.e. 19.2 km ESE of Yunlin County)
Small area,2017-12-21 06:40:09,122.5,24.82,4,106.7,24.82N 122.50E,i.e. 75.3 km E of Yilan County(24.82N 122.50E,i.e. 75.3 km E of Yilan County)
Small area,2017-12-21 05:52:42,121.14,24.69,2.6,5.6,24.69N 121.14E,i.e. 19.4 km SE of Hsinchu County(24.69N 121.14E,i.e. 19.4 km SE of Hsinchu County)
Small area,2017-12-21 05:12:06,121.14,24.69,3,5.9,24.69N 121.14E,i.e. 19.6 km SE of Hsinchu County(24.69N 121.14E,i.e. 19.6 km SE of Hsinchu County)
Small area,2017-12-20 14:04:08,121.47,23.93,3,17.9,23.93N 121.47E,i.e. 17.0 km WSW of Hualien County(23.93N 121.47E,i.e. 17.0 km WSW of Hualien County)
Small area,2017-12-18 18:47:19,122.28,24.8,4,10.9,24.80N 122.28E,i.e. 53.0 km E of Yilan County(24.80N 122.28E,i.e. 53.0 km E of Yilan County)
Small area,2017-12-15 21:51:38,121.48,23.92,3,17.5,23.92N 121.48E,i.e. 16.5 km WSW of Hualien County(23.92N 121.48E,i.e. 16.5 km WSW of Hualien County)
Small area,2017-12-15 03:14:30,121.91,24.4,3.3,21.2,24.40N 121.91E,i.e. 39.6 km SE of Yilan County(24.40N 121.91E,i.e. 39.6 km SE of Yilan County)
Small area,2017-12-13 14:06:45,121.64,24.02,2.5,8.4,24.02N 121.64E,i.e. 3.1 km NNE of Hualien County(24.02N 121.64E,i.e. 3.1 km NNE of Hualien County)
Small area,2017-12-13 07:17:40,122.25,24.09,4.5,23.5,24.09N 122.25E,i.e. 64.8 km E of Hualien County(24.09N 122.25E,i.e. 64.8 km E of Hualien County)
Small area,2017-12-11 10:39:51,121.48,23.91,2.8,15.3,23.91N 121.48E,i.e. 16.6 km WSW of Hualien County(23.91N 121.48E,i.e. 16.6 km WSW of Hualien County)
Small area,2017-12-11 02:10:16,121.76,23.81,3.2,17.8,23.81N 121.76E,i.e. 24.7 km SE of Hualien County(23.81N 121.76E,i.e. 24.7 km SE of Hualien County)
Small area,2017-12-09 20:47:24,120.5,23.47,2.6,8.6,23.47N 120.50E,i.e. 4.5 km E of Chiayi City(23.47N 120.50E,i.e. 4.5 km E of Chiayi City)
Small area,2017-12-09 03:13:06,121.69,24.24,4,17.9,24.24N 121.69E,i.e. 28.5 km NNE of Hualien County(24.24N 121.69E,i.e. 28.5 km NNE of Hualien County)
Small area,2017-12-08 21:15:17,121.77,23.74,3.6,31.7,23.74N 121.77E,i.e. 32.1 km SE of Hualien County(23.74N 121.77E,i.e. 32.1 km SE of Hualien County)
59,2017-12-08 11:44:29,122.42,24.36,5.2,79,24.36N 122.42E,i.e. 78.1 km ESE of Yilan County(24.36N 122.42E,i.e. 78.1 km ESE of Yilan County)
Small area,2017-12-08 08:00:43,121.95,24.79,4,94.6,24.79N 121.95E,i.e. 20.2 km ENE of Yilan County(24.79N 121.95E,i.e. 20.2 km ENE of Yilan County)
Small area,2017-12-08 04:33:05,121.44,23.3,3.4,26.1,23.30N 121.44E,i.e. 67.4 km NNE of Taitung County(23.30N 121.44E,i.e. 67.4 km NNE of Taitung County)
Small area,2017-12-05 21:03:39,121.87,24.52,3.4,25.8,24.52N 121.87E,i.e. 25.3 km SE of Yilan County(24.52N 121.87E,i.e. 25.3 km SE of Yilan County)
Small area,2017-12-05 06:04:11,121.82,24.28,3.3,10.3,24.28N 121.82E,i.e. 38.1 km NE of Hualien County(24.28N 121.82E,i.e. 38.1 km NE of Hualien County)
Small area,2017-12-04 21:10:11,120.68,23.1,3.3,7.9,23.10N 120.68E,i.e. 48.4 km SE of Chiayi City(23.10N 120.68E,i.e. 48.4 km SE of Chiayi City)
Small area,2017-12-04 17:35:41,121.68,24.01,3.6,33.5,24.01N 121.68E,i.e. 6.6 km ENE of Hualien County(24.01N 121.68E,i.e. 6.6 km ENE of Hualien County)
Small area,2017-12-04 06:08:13,121.59,23.81,3.3,27.8,23.81N 121.59E,i.e. 19.7 km S of Hualien County(23.81N 121.59E,i.e. 19.7 km S of Hualien County)
Small area,2017-12-04 04:39:29,120.88,24.28,3.6,30.6,24.28N 120.88E,i.e. 25.2 km NE of Taichung City(24.28N 120.88E,i.e. 25.2 km NE of Taichung City)
Small area,2017-12-03 00:05:35,122.64,24.54,4.5,88.8,24.54N 122.64E,i.e. 91.1 km ESE of Yilan County(24.54N 122.64E,i.e. 91.1 km ESE of Yilan County)
Small area,2017-11-30 22:35:07,120.72,23.59,3.3,16.3,23.59N 120.72E,i.e. 23.1 km ESE of Yunlin County(23.59N 120.72E,i.e. 23.1 km ESE of Yunlin County)
Small area,2017-11-30 05:55:18,120.71,23.63,2.8,14.2,23.63N 120.71E,i.e. 20.1 km ESE of Yunlin County(23.63N 120.71E,i.e. 20.1 km ESE of Yunlin County)
Small area,2017-11-29 11:39:50,121.43,23.26,3.7,28.3,23.26N 121.43E,i.e. 63.1 km NNE of Taitung County(23.26N 121.43E,i.e. 63.1 km NNE of Taitung County)
Small area,2017-11-28 11:57:09,120.74,23.59,3.2,12.9,23.59N 120.74E,i.e. 25.5 km ESE of Yunlin County(23.59N 120.74E,i.e. 25.5 km ESE of Yunlin County)
Small area,2017-11-28 05:31:42,120.74,23.59,2.9,12.5,23.59N 120.74E,i.e. 25.3 km ESE of Yunlin County(23.59N 120.74E,i.e. 25.3 km ESE of Yunlin County)
58,2017-11-27 12:03:00,120.73,23.59,4.3,13.1,23.59N 120.73E,i.e. 24.7 km ESE of Yunlin County(23.59N 120.73E,i.e. 24.7 km ESE of Yunlin County)
Small area,2017-11-27 08:48:00,120.5,23.51,2.5,10.9,23.51N 120.50E,i.e. 5.4 km ENE of Chiayi City(23.51N 120.50E,i.e. 5.4 km ENE of Chiayi City)
Small area,2017-11-27 02:43:44,121.68,24.16,4.4,32.6,24.16N 121.68E,i.e. 19.6 km NNE of Hualien County(24.16N 121.68E,i.e. 19.6 km NNE of Hualien County)
Small area,2017-11-26 00:11:48,120.72,23.59,3.1,17.4,23.59N 120.72E,i.e. 23.1 km ESE of Yunlin County(23.59N 120.72E,i.e. 23.1 km ESE of Yunlin County)
Small area,2017-11-25 22:51:44,121.75,23.94,3.2,22,23.94N 121.75E,i.e. 14.8 km ESE of Hualien County(23.94N 121.75E,i.e. 14.8 km ESE of Hualien County)
Small area,2017-11-25 17:32:20,120.71,23.59,3.4,16.3,23.59N 120.71E,i.e. 22.7 km ESE of Yunlin County(23.59N 120.71E,i.e. 22.7 km ESE of Yunlin County)
Small area,2017-11-25 00:14:02,120.74,23.59,3.3,13.1,23.59N 120.74E,i.e. 24.4 km ESE of Yunlin County(23.59N 120.74E,i.e. 24.4 km ESE of Yunlin County)
Small area,2017-11-24 23:58:09,120.71,23.59,3.3,17.2,23.59N 120.71E,i.e. 22.8 km ESE of Yunlin County(23.59N 120.71E,i.e. 22.8 km ESE of Yunlin County)
Small area,2017-11-24 17:14:58,120.71,23.59,2.9,16.5,23.59N 120.71E,i.e. 22.7 km ESE of Yunlin County(23.59N 120.71E,i.e. 22.7 km ESE of Yunlin County)
Small area,2017-11-24 14:27:39,120.71,23.59,3.2,15.5,23.59N 120.71E,i.e. 22.8 km ESE of Yunlin County(23.59N 120.71E,i.e. 22.8 km ESE of Yunlin County)
Small area,2017-11-24 14:13:46,120.71,23.59,3.3,15.5,23.59N 120.71E,i.e. 22.7 km ESE of Yunlin County(23.59N 120.71E,i.e. 22.7 km ESE of Yunlin County)
Small area,2017-11-24 07:33:38,120.71,23.59,3,17.3,23.59N 120.71E,i.e. 22.0 km ESE of Yunlin County(23.59N 120.71E,i.e. 22.0 km ESE of Yunlin County)
57,2017-11-24 04:55:32,120.71,23.59,5,16.4,23.59N 120.71E,i.e. 22.3 km ESE of Yunlin County(23.59N 120.71E,i.e. 22.3 km ESE of Yunlin County)
Small area,2017-11-23 06:21:30,120.74,23.6,3.1,15.3,23.60N 120.74E,i.e. 24.4 km ESE of Yunlin County(23.60N 120.74E,i.e. 24.4 km ESE of Yunlin County)
56,2017-11-23 06:19:42,120.74,23.6,3.9,14,23.60N 120.74E,i.e. 24.4 km ESE of Yunlin County(23.60N 120.74E,i.e. 24.4 km ESE of Yunlin County)
Small area,2017-11-23 02:40:25,120.72,23.59,3.2,15.9,23.59N 120.72E,i.e. 23.3 km ESE of Yunlin County(23.59N 120.72E,i.e. 23.3 km ESE of Yunlin County)
Small area,2017-11-23 00:13:43,120.71,23.59,3.2,16,23.59N 120.71E,i.e. 22.2 km ESE of Yunlin County(23.59N 120.71E,i.e. 22.2 km ESE of Yunlin County)
Small area,2017-11-23 00:03:22,120.72,23.58,3.3,14.2,23.58N 120.72E,i.e. 23.9 km ESE of Yunlin County(23.58N 120.72E,i.e. 23.9 km ESE of Yunlin County)
Small area,2017-11-22 23:30:22,120.74,23.58,3.1,14.9,23.58N 120.74E,i.e. 25.9 km ESE of Yunlin County(23.58N 120.74E,i.e. 25.9 km ESE of Yunlin County)
Small area,2017-11-22 23:01:44,120.69,23.57,3.2,12.1,23.57N 120.69E,i.e. 21.4 km SE of Yunlin County(23.57N 120.69E,i.e. 21.4 km SE of Yunlin County)
Small area,2017-11-22 22:55:25,120.73,23.59,3.1,16,23.59N 120.73E,i.e. 24.3 km ESE of Yunlin County(23.59N 120.73E,i.e. 24.3 km ESE of Yunlin County)
Small area,2017-11-22 22:36:29,120.72,23.59,3.3,15.8,23.59N 120.72E,i.e. 23.0 km ESE of Yunlin County(23.59N 120.72E,i.e. 23.0 km ESE of Yunlin County)
Small area,2017-11-22 22:30:53,120.72,23.59,2.7,14.4,23.59N 120.72E,i.e. 22.8 km ESE of Yunlin County(23.59N 120.72E,i.e. 22.8 km ESE of Yunlin County)
Small area,2017-11-22 22:29:05,120.74,23.59,3.3,15.8,23.59N 120.74E,i.e. 24.6 km ESE of Yunlin County(23.59N 120.74E,i.e. 24.6 km ESE of Yunlin County)
Small area,2017-11-22 22:24:38,120.74,23.6,3.3,13.7,23.60N 120.74E,i.e. 24.5 km ESE of Yunlin County(23.60N 120.74E,i.e. 24.5 km ESE of Yunlin County)
Small area,2017-11-22 22:23:40,120.71,23.58,3.6,15.6,23.58N 120.71E,i.e. 23.0 km ESE of Yunlin County(23.58N 120.71E,i.e. 23.0 km ESE of Yunlin County)
Small area,2017-11-22 22:22:21,120.72,23.59,3.9,14.3,23.59N 120.72E,i.e. 23.0 km ESE of Yunlin County(23.59N 120.72E,i.e. 23.0 km ESE of Yunlin County)
55,2017-11-22 22:20:09,120.72,23.58,5.6,15.2,23.58N 120.72E,i.e. 23.7 km ESE of Yunlin County(23.58N 120.72E,i.e. 23.7 km ESE of Yunlin County)
Small area,2017-11-21 16:21:35,120.63,23.23,3.4,12.7,23.23N 120.63E,i.e. 32.9 km SE of Chiayi City(23.23N 120.63E,i.e. 32.9 km SE of Chiayi City)
Small area,2017-11-21 10:56:59,120.71,23.63,3.7,14.3,23.63N 120.71E,i.e. 20.1 km ESE of Yunlin County(23.63N 120.71E,i.e. 20.1 km ESE of Yunlin County)
Small area,2017-11-20 22:10:24,120.97,23.78,3.9,15.4,23.78N 120.97E,i.e. 31.7 km ESE of Nantou County(23.78N 120.97E,i.e. 31.7 km ESE of Nantou County)
Small area,2017-11-17 16:53:38,120.71,23.63,2.9,14,23.63N 120.71E,i.e. 19.9 km ESE of Yunlin County(23.63N 120.71E,i.e. 19.9 km ESE of Yunlin County)
Small area,2017-11-16 21:55:07,121.5,23.57,3.8,32.2,23.57N 121.50E,i.e. 48.7 km SSW of Hualien County(23.57N 121.50E,i.e. 48.7 km SSW of Hualien County)
Small area,2017-11-13 14:29:22,120.53,23.37,2.6,10.6,23.37N 120.53E,i.e. 14.1 km SE of Chiayi City(23.37N 120.53E,i.e. 14.1 km SE of Chiayi City)
Small area,2017-11-13 08:38:04,120.71,23.64,3.7,15.3,23.64N 120.71E,i.e. 19.6 km ESE of Yunlin County(23.64N 120.71E,i.e. 19.6 km ESE of Yunlin County)
Small area,2017-11-12 11:40:31,120.71,23.63,3.9,13.4,23.63N 120.71E,i.e. 20.0 km ESE of Yunlin County(23.63N 120.71E,i.e. 20.0 km ESE of Yunlin County)
Small area,2017-11-12 08:31:36,121.57,24.13,3,18.4,24.13N 121.57E,i.e. 16.3 km NNW of Hualien County(24.13N 121.57E,i.e. 16.3 km NNW of Hualien County)
Small area,2017-11-12 08:22:23,121.57,24.13,2.9,18.9,24.13N 121.57E,i.e. 16.1 km NNW of Hualien County(24.13N 121.57E,i.e. 16.1 km NNW of Hualien County)
54,2017-11-12 06:54:20,122.01,24.7,4.6,71.4,24.70N 122.01E,i.e. 24.8 km E of Yilan County(24.70N 122.01E,i.e. 24.8 km E of Yilan County)
Small area,2017-11-12 02:39:05,120.71,23.64,2.8,15,23.64N 120.71E,i.e. 19.8 km ESE of Yunlin County(23.64N 120.71E,i.e. 19.8 km ESE of Yunlin County)
Small area,2017-11-12 00:23:49,120.7,23.64,3.4,13.3,23.64N 120.70E,i.e. 18.7 km ESE of Yunlin County(23.64N 120.70E,i.e. 18.7 km ESE of Yunlin County)
Small area,2017-11-11 23:21:25,120.7,23.65,3.3,13.8,23.65N 120.70E,i.e. 19.0 km ESE of Yunlin County(23.65N 120.70E,i.e. 19.0 km ESE of Yunlin County)
Small area,2017-11-11 22:42:06,120.7,23.64,3.4,12.9,23.64N 120.70E,i.e. 18.6 km ESE of Yunlin County(23.64N 120.70E,i.e. 18.6 km ESE of Yunlin County)
Small area,2017-11-11 21:46:12,120.7,23.65,3,13.6,23.65N 120.70E,i.e. 18.8 km ESE of Yunlin County(23.65N 120.70E,i.e. 18.8 km ESE of Yunlin County)
Small area,2017-11-11 21:45:28,120.71,23.64,3.4,14.5,23.64N 120.71E,i.e. 19.6 km ESE of Yunlin County(23.64N 120.71E,i.e. 19.6 km ESE of Yunlin County)
53,2017-11-11 21:39:38,120.71,23.64,3.8,14.2,23.64N 120.71E,i.e. 19.4 km ESE of Yunlin County(23.64N 120.71E,i.e. 19.4 km ESE of Yunlin County)
Small area,2017-11-11 21:39:06,120.7,23.64,3.4,13.2,23.64N 120.70E,i.e. 18.8 km ESE of Yunlin County(23.64N 120.70E,i.e. 18.8 km ESE of Yunlin County)
Small area,2017-11-11 21:04:13,120.71,23.64,3.4,15.1,23.64N 120.71E,i.e. 19.5 km ESE of Yunlin County(23.64N 120.71E,i.e. 19.5 km ESE of Yunlin County)
Small area,2017-11-11 20:55:46,120.71,23.64,2.8,14.9,23.64N 120.71E,i.e. 20.1 km ESE of Yunlin County(23.64N 120.71E,i.e. 20.1 km ESE of Yunlin County)
Small area,2017-11-11 20:47:49,120.7,23.64,3.2,13.4,23.64N 120.70E,i.e. 19.0 km ESE of Yunlin County(23.64N 120.70E,i.e. 19.0 km ESE of Yunlin County)
Small area,2017-11-11 20:36:10,120.71,23.64,2.6,13.2,23.64N 120.71E,i.e. 19.3 km ESE of Yunlin County(23.64N 120.71E,i.e. 19.3 km ESE of Yunlin County)
Small area,2017-11-11 20:34:00,120.7,23.64,3.7,13.5,23.64N 120.70E,i.e. 19.3 km ESE of Yunlin County(23.64N 120.70E,i.e. 19.3 km ESE of Yunlin County)
Small area,2017-11-11 20:27:50,120.71,23.64,3.1,14.4,23.64N 120.71E,i.e. 19.8 km ESE of Yunlin County(23.64N 120.71E,i.e. 19.8 km ESE of Yunlin County)
Small area,2017-11-11 20:26:43,120.71,23.65,3,14.5,23.65N 120.71E,i.e. 19.2 km ESE of Yunlin County(23.65N 120.71E,i.e. 19.2 km ESE of Yunlin County)
